scenario,forecast_basis,horizon,metric,field,unit,draws,seed,mean,median,p05,p10,p25,p75,p90,p95,probability_zero,evidence_status
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,wild_animal_suffering,hours,200000,69520460820,0.710072483899,0.0123095997968,0,0,0,0.212823027753,1.22327291041,2.97577436669,0.364415,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,residual_existential_risk_prevention,hours,200000,69520460820,1.78892261991,0.0313051804392,0,0,0,0.535013341133,3.06485532226,7.44839923522,0.3639,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,preventing_extreme_power_concentration,hours,200000,69520460820,1.06408911325,0.0187718756533,0,0,0,0.320959943001,1.84478421417,4.46412524693,0.364245,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,biorisk_prevention,hours,200000,69520460820,1.30560941737,0.0227812973072,0,0,0,0.389862869189,2.24546889839,5.4707692106,0.364185,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,space_governance,hours,200000,69520460820,0.663132712326,0.0115600680186,0,0,0,0.198501197199,1.13585537555,2.77596992695,0.364025,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,global_health,hours,200000,69520460820,2.35002303407,0.0411128125641,0,0,0,0.707377083757,4.02733379684,9.73508960816,0.364365,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,strategic_reasoning,hours,200000,69520460820,1.54427023864,0.0267605259385,0,0,0,0.463113492498,2.63812171152,6.45225904287,0.36458,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,five_year_cumulative,skilled_work_hours,environmental_protection,hours,200000,69520460820,2.93330581154,0.0510293366888,0,0,0,0.872853466127,5.01571228176,12.2526114885,0.364655,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,factory_farming_reduction,USD,200000,69520460820,30503.5921421,17123.8772676,975.845599616,2157.42124641,6294.51435157,39676.7738798,75718.9756313,105305.831753,0.00037,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,wild_animal_suffering,USD,200000,69520460820,5999.95182642,3349.78383707,198.580040163,432.63134476,1242.22179219,7788.46635431,14895.5446556,20804.1776538,0.000295,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,residual_existential_risk_prevention,USD,200000,69520460820,19410.4848444,10940.7386882,654.261968688,1414.17613407,4060.7414515,25247.124944,47866.7880982,66900.640251,0.000405,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,preventing_extreme_power_concentration,USD,200000,69520460820,27438.6904669,15361.098337,783.365361326,1857.93155032,5612.41429286,35681.1898563,68247.247088,95299.795934,0.000335,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,biorisk_prevention,USD,200000,69520460820,14026.5026284,7849.18306435,452.865576078,1001.55693884,2909.27619117,18210.6613144,34741.7185791,48575.942596,0.000315,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,space_governance,USD,200000,69520460820,7281.5867175,4086.36937214,238.792424704,522.219495047,1507.82381842,9426.51823361,18019.189435,25131.3316123,0.0003,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,global_health,USD,200000,69520460820,41204.68023,23153.9443867,1208.4290651,2839.46259787,8512.31512028,53961.912726,102389.462971,142658.379206,0.000325,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,strategic_reasoning,USD,200000,69520460820,9841.87280655,5528.1727711,349.28740516,734.039855014,2070.13087103,12773.3058761,24234.354737,33993.3628807,0.00028,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,cause_directed_cash,environmental_protection,USD,200000,69520460820,33841.8255756,18964.4751737,1013.06240956,2335.16496776,6948.76783794,44046.2054098,84319.5181845,117430.366554,0.0003,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,factory_farming_reduction,hours,200000,69520460820,8.2505606615,0.192393300093,0,0,0,2.96993001174,15.6555959843,35.9559184879,0.363975,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,wild_animal_suffering,hours,200000,69520460820,0.901513937401,0.0204468422332,0,0,0,0.318970084696,1.68847805948,3.91790698021,0.3642,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,residual_existential_risk_prevention,hours,200000,69520460820,2.2457680565,0.0509597627453,0,0,0,0.796723714562,4.21408110683,9.75367281252,0.36398,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,preventing_extreme_power_concentration,hours,200000,69520460820,1.35178732346,0.0306527645371,0,0,0,0.480342471807,2.52458455437,5.85864618065,0.36396,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,biorisk_prevention,hours,200000,69520460820,1.49556622397,0.0333727725173,0,0,0,0.528728982182,2.78964394432,6.49471955993,0.364955,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,space_governance,hours,200000,69520460820,0.785619469474,0.0174680859102,0,0,0,0.277743913458,1.45881769658,3.38664286004,0.36388,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,global_health,hours,200000,69520460820,3.36689336755,0.0761018333342,0,0,0,1.197711749,6.32658336279,14.6669836932,0.364985,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,strategic_reasoning,hours,200000,69520460820,2.06618231766,0.0473898249621,0,0,0,0.737082857433,3.87091658522,9.0176608977,0.364005,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,ordinary_action_hours,environmental_protection,hours,200000,69520460820,5.17295038028,0.11759229208,0,0,0,1.84649871248,9.6959638632,22.6179283466,0.36456,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,factory_farming_reduction,hours,200000,69520460820,1.82313239915,0.0323982968028,0,0,0,0.554206741496,3.1680736892,7.72425122673,0.364585,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,wild_animal_suffering,hours,200000,69520460820,0.27937278055,0.00484312123154,0,0,0,0.0837336502637,0.481287702458,1.17079647214,0.364415,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,residual_existential_risk_prevention,hours,200000,69520460820,0.703838407833,0.0123167923039,0,0,0,0.210497052249,1.20584471696,2.93051773189,0.3639,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,preventing_extreme_power_concentration,hours,200000,69520460820,0.418658011772,0.00738565599472,0,0,0,0.126279321837,0.725816740002,1.75637714633,0.364245,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,biorisk_prevention,hours,200000,69520460820,0.51368239372,0.00896313336676,0,0,0,0.153388669845,0.883463173139,2.15243378778,0.364185,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,space_governance,hours,200000,69520460820,0.260904673702,0.00454822348274,0,0,0,0.0780988316848,0.446893918249,1.09218488929,0.364025,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,global_health,hours,200000,69520460820,0.924599226521,0.0161755328121,0,0,0,0.278312295248,1.58452477253,3.8301991901,0.364365,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,strategic_reasoning,hours,200000,69520460820,0.607581733235,0.0105287315168,0,0,0,0.182208587212,1.03794952584,2.53859372178,0.36458,especially_prior_driven_appendix_only
trust_evidence_failure,conditional,eoy5_annualized_run_rate,skilled_work_hours,environmental_protection,hours,200000,69520460820,1.15408753241,0.0200771160743,0,0,0,0.343417757165,1.9733949961,4.82069960202,0.364655,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,factory_farming_reduction,USD,200000,69530460839,1455.19722711,327.166531418,0,0,15.7053327266,1571.25888725,4189.68988121,6716.72644302,0.1796,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,wild_animal_suffering,USD,200000,69530460839,289.025226423,65.6120157529,0,0,3.20192032642,311.963937259,832.807311572,1339.54629995,0.17961,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,residual_existential_risk_prevention,USD,200000,69530460839,936.545421688,214.588328412,0,0,10.5875755517,1013.79700685,2704.32814785,4354.60216654,0.17958,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,preventing_extreme_power_concentration,USD,200000,69530460839,1304.94019574,290.288953673,0,0,12.8586004992,1404.28535544,3762.68547315,6039.64689154,0.17967,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,biorisk_prevention,USD,200000,69530460839,673.67728673,152.124868903,0,0,7.2785230085,726.580368125,1942.64793192,3121.08558868,0.179665,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,space_governance,USD,200000,69530460839,350.753740308,79.4009115316,0,0,3.85710746103,375.830957458,1007.74016909,1617.0430938,0.17961,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,global_health,USD,200000,69530460839,1963.33982082,441.169189445,0,0,19.9584478627,2128.51707123,5683.8533745,9120.5268655,0.179605,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,strategic_reasoning,USD,200000,69530460839,477.755861657,108.896791605,0,0,5.37461886321,515.102317766,1374.80707249,2209.1023094,0.17966,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,cause_directed_cash,environmental_protection,USD,200000,69530460839,1611.15080598,358.383373086,0,0,16.2078376126,1735.51594706,4645.39926548,7492.24836887,0.17964,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,factory_farming_reduction,hours,200000,69530460839,0.376243489491,0.000108410392133,0,0,0,0.0541160758238,0.510652310691,1.44600565677,0.47708,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,wild_animal_suffering,hours,200000,69530460839,0.0415488079163,1.17161600321e-05,0,0,0,0.00578523279508,0.0553429908551,0.156900061801,0.47692,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,residual_existential_risk_prevention,hours,200000,69530460839,0.10286565943,2.8960051004e-05,0,0,0,0.0144336379687,0.137345765084,0.388418464808,0.477205,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,preventing_extreme_power_concentration,hours,200000,69530460839,0.062143428329,1.71395485519e-05,0,0,0,0.00867168131883,0.0832518233096,0.233792477362,0.47702,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,biorisk_prevention,hours,200000,69530460839,0.0694430496852,1.88987767314e-05,0,0,0,0.00957094162203,0.0927574225848,0.263838562377,0.477225,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,space_governance,hours,200000,69530460839,0.0358095541774,9.82874243229e-06,0,0,0,0.00501227916074,0.0478479872388,0.135672812547,0.4772,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,global_health,hours,200000,69530460839,0.154617328881,4.31062620712e-05,0,0,0,0.0216526495748,0.208291353992,0.590651542421,0.477165,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,strategic_reasoning,hours,200000,69530460839,0.0946964466492,2.62184678824e-05,0,0,0,0.0133071025376,0.127446722944,0.361852774131,0.47735,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,ordinary_action_hours,environmental_protection,hours,200000,69530460839,0.237407360857,6.90816521081e-05,0,0,0,0.0334401577138,0.319269679428,0.904122389938,0.47679,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,factory_farming_reduction,hours,200000,69530460839,0.0851060766689,1.64903312092e-05,0,0,0,0.00984234770807,0.100145417866,0.297155700441,0.47779,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,wild_animal_suffering,hours,200000,69530460839,0.0130296018202,2.59048522357e-06,0,0,0,0.00149493559647,0.0151993172989,0.0453337477082,0.47738,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,residual_existential_risk_prevention,hours,200000,69530460839,0.0326409278282,6.9497022688e-06,0,0,0,0.00379815978328,0.0382336440231,0.113470534404,0.476735,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,preventing_extreme_power_concentration,hours,200000,69530460839,0.0194999135587,4.11622178628e-06,0,0,0,0.00225078157491,0.0229425835377,0.0683288684274,0.47676,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,biorisk_prevention,hours,200000,69530460839,0.0237716412877,4.89150599709e-06,0,0,0,0.00275412046391,0.0281650863469,0.0833628696885,0.47717,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,space_governance,hours,200000,69530460839,0.0119922570879,2.54350963883e-06,0,0,0,0.0013931994233,0.0142225700981,0.042427079208,0.47667,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,global_health,hours,200000,69530460839,0.0425687730823,9.39224665136e-06,0,0,0,0.00500578387454,0.0507092597336,0.150350993561,0.47635,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,strategic_reasoning,hours,200000,69530460839,0.0278751065953,5.57483591812e-06,0,0,0,0.00325094806268,0.0330040576109,0.0983176298388,0.477525,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_1,skilled_work_hours,environmental_protection,hours,200000,69530460839,0.0530807146301,1.08950927228e-05,0,0,0,0.00615149225148,0.0627647285937,0.185160376007,0.477355,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,factory_farming_reduction,USD,200000,69530460839,12021.6740111,2681.67671799,0,0,130.96826827,12915.1029286,34538.5265939,55581.0518863,0.1796,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,wild_animal_suffering,USD,200000,69530460839,2373.12708331,535.823796582,0,0,26.7496201717,2545.54598469,6803.67546796,10973.5324884,0.17961,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,residual_existential_risk_prevention,USD,200000,69530460839,7674.55912953,1750.64974535,0,0,88.7844915987,8275.23691396,22088.1848918,35651.4422764,0.17958,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,preventing_extreme_power_concentration,USD,200000,69530460839,10831.7099285,2395.89530146,0,0,106.643699192,11621.0305088,31224.0503195,50123.5563942,0.17967,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,biorisk_prevention,USD,200000,69530460839,5545.20068229,1245.62442215,0,0,60.7830002915,5946.05727688,15925.4508877,25641.9517294,0.179665,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,space_governance,USD,200000,69530460839,2880.54440161,648.672094736,0,0,32.1873606472,3069.18300513,8252.18790122,13298.9773732,0.17961,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,global_health,USD,200000,69530460839,16266.8254893,3625.78076199,0,0,164.896246167,17552.6014573,47006.0563675,75648.0389052,0.179605,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,strategic_reasoning,USD,200000,69530460839,3907.91506732,887.882645726,0,0,45.0672000633,4190.74585227,11188.4477848,18014.9975547,0.17966,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,cause_directed_cash,environmental_protection,USD,200000,69530460839,13361.8145707,2957.0945723,0,0,134.353723324,14340.1863982,38499.8986248,62122.7103916,0.17964,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,factory_farming_reduction,hours,200000,69530460839,3.15465695035,0.000908979441733,0,0,0,0.453742481907,4.28162322041,12.124201276,0.47708,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,wild_animal_suffering,hours,200000,69530460839,0.348370774068,9.82354956541e-05,0,0,0,0.0485069518972,0.464029692554,1.31554667202,0.47692,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,residual_existential_risk_prevention,hours,200000,69530460839,0.862488990606,0.000242818889187,0,0,0,0.121020502968,1.15159141493,3.25673943569,0.477205,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,preventing_extreme_power_concentration,hours,200000,69530460839,0.52104874522,0.000143708522473,0,0,0,0.0727087125964,0.698034518519,1.96026000249,0.47702,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,biorisk_prevention,hours,200000,69530460839,0.582253262745,0.000158458974133,0,0,0,0.0802486643693,0.777735312441,2.21218486916,0.477225,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,space_governance,hours,200000,69530460839,0.300249338872,8.24102250092e-05,0,0,0,0.0420260329631,0.401186969925,1.13756435136,0.4772,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,global_health,hours,200000,69530460839,1.29640683447,0.000361429428136,0,0,0,0.181549138743,1.74644289117,4.95238600953,0.477165,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,strategic_reasoning,hours,200000,69530460839,0.793993283443,0.000219831769168,0,0,0,0.111574936661,1.06859175392,3.03399633695,0.47735,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,ordinary_action_hours,environmental_protection,hours,200000,69530460839,1.99056941026,0.000579223083061,0,0,0,0.280382860831,2.67695346597,7.58071850025,0.47679,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,factory_farming_reduction,hours,200000,69530460839,0.713581719762,0.000138265084754,0,0,0,0.0825243000138,0.839680811336,2.49153625754,0.47779,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,wild_animal_suffering,hours,200000,69530460839,0.109248199877,2.17202222592e-05,0,0,0,0.0125344600011,0.12744042966,0.380106038476,0.47738,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,residual_existential_risk_prevention,hours,200000,69530460839,0.273681625636,5.82705805615e-05,0,0,0,0.0318461089522,0.320574399886,0.951406788465,0.476735,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,preventing_extreme_power_concentration,hours,200000,69530460839,0.163499275223,3.45129365157e-05,0,0,0,0.0188719378204,0.192364738893,0.57291128143,0.47676,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,biorisk_prevention,hours,200000,69530460839,0.199316069258,4.10133964371e-05,0,0,0,0.0230922408128,0.236153416293,0.698965599696,0.47717,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,space_governance,hours,200000,69530460839,0.100550463275,2.13263500486e-05,0,0,0,0.0116814413185,0.119250780053,0.355734741051,0.47667,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,global_health,hours,200000,69530460839,0.35692278969,7.87503757691e-05,0,0,0,0.0419715724865,0.425177639305,1.2606352537,0.47635,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,strategic_reasoning,hours,200000,69530460839,0.233722047607,4.67428550058e-05,0,0,0,0.0272579491409,0.276726329199,0.824355511725,0.477525,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,year_5_annual,skilled_work_hours,environmental_protection,hours,200000,69530460839,0.445061376514,9.13511620603e-05,0,0,0,0.0515778965701,0.526258108978,1.55249853729,0.477355,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,factory_farming_reduction,USD,200000,69530460839,33692.3547904,7538.00732142,0,0,369.169446852,36211.1772308,96809.8091932,155690.55,0.1796,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,wild_animal_suffering,USD,200000,69530460839,6655.35380026,1510.1564363,0,0,75.2227968105,7142.40248396,19089.1683117,30755.2077884,0.17961,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,residual_existential_risk_prevention,USD,200000,69530460839,21528.1163292,4938.01696845,0,0,248.925296879,23239.8369472,61911.5531494,99902.4144268,0.17958,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,preventing_extreme_power_concentration,USD,200000,69530460839,30341.8650108,6726.27518548,0,0,301.716007386,32556.3074537,87428.3412008,140337.139973,0.17967,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,biorisk_prevention,USD,200000,69530460839,15547.3799209,3504.68860213,0,0,170.999815606,16691.642706,44649.1042003,71867.7811583,0.179665,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,space_governance,USD,200000,69530460839,8078.43984704,1828.51989098,0,0,90.587056205,8623.030902,23131.2886974,37266.0220987,0.17961,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,global_health,USD,200000,69530460839,45575.8381623,10182.0650302,0,0,467.847669266,49205.3930795,131702.41937,211912.419313,0.179605,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,strategic_reasoning,USD,200000,69530460839,10964.164909,2504.88811827,0,0,126.533239863,11775.4385684,31404.3475314,50499.7320052,0.17966,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,cause_directed_cash,environmental_protection,USD,200000,69530460839,37432.4139254,8299.91267773,0,0,380.097010298,40209.1323573,107819.618008,173943.99385,0.17964,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,factory_farming_reduction,hours,200000,69530460839,8.8272510996,0.00254347458467,0,0,0,1.26964639433,11.9806888277,33.925517332,0.47708,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,wild_animal_suffering,hours,200000,69530460839,0.97479895496,0.000274879139216,0,0,0,0.135730461731,1.29843170852,3.68111683455,0.47692,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,residual_existential_risk_prevention,hours,200000,69530460839,2.41338662509,0.000679447350478,0,0,0,0.338635352342,3.22234295004,9.11289475125,0.477205,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,preventing_extreme_power_concentration,hours,200000,69530460839,1.45798043387,0.000402120177563,0,0,0,0.203450984788,1.95321585457,5.48513119964,0.47702,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,biorisk_prevention,hours,200000,69530460839,1.62924078108,0.000443394377161,0,0,0,0.224549014978,2.17623183757,6.19005857885,0.477225,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,space_governance,hours,200000,69530460839,0.840147232623,0.000230597418604,0,0,0,0.11759578031,1.12258739291,3.18309290976,0.4772,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,global_health,hours,200000,69530460839,3.62756040837,0.00101133922552,0,0,0,0.508004470794,4.88683561289,13.8575938799,0.477165,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,strategic_reasoning,hours,200000,69530460839,2.22172432523,0.000615125592626,0,0,0,0.312205097997,2.99009619216,8.48962277769,0.47735,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,ordinary_action_hours,environmental_protection,hours,200000,69530460839,5.5699419278,0.00162076183792,0,0,0,0.784557546363,7.4905578635,21.2121022255,0.47679,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,factory_farming_reduction,hours,200000,69530460839,1.99671949108,0.000386888539908,0,0,0,0.230916619305,2.34956557301,6.97172989496,0.47779,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,wild_animal_suffering,hours,200000,69530460839,0.305694504244,6.07767687069e-05,0,0,0,0.035073488994,0.356599367397,1.06359946546,0.47738,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,residual_existential_risk_prevention,hours,200000,69530460839,0.765806383662,0.000163050707076,0,0,0,0.0891106718386,0.897020109773,2.66219330717,0.476735,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,preventing_extreme_power_concentration,hours,200000,69530460839,0.457497971955,9.6572895755e-05,0,0,0,0.0528067984882,0.538268306076,1.60310037464,0.47676,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,biorisk_prevention,hours,200000,69530460839,0.557719276365,0.000114762256086,0,0,0,0.0646159031917,0.6607962566,1.95582117346,0.47717,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,space_governance,hours,200000,69530460839,0.281356800907,5.96746492186e-05,0,0,0,0.0326866018544,0.333683375379,0.995404550648,0.47667,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,global_health,hours,200000,69530460839,0.99872890693,0.000220356556051,0,0,0,0.117443390903,1.1897172476,3.52746561816,0.47635,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,strategic_reasoning,hours,200000,69530460839,0.653992885505,0.00013079422731,0,0,0,0.076272243009,0.774325967024,2.30668285391,0.477525,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,five_year_cumulative,skilled_work_hours,environmental_protection,hours,200000,69530460839,1.24535522786,0.000255615636958,0,0,0,0.144323472054,1.47255709393,4.34414728325,0.477355,especially_prior_driven_appendix_only
trust_evidence_failure,probability_weighted,eoy5_annualized_run_rate,cause_directed_cash,factory_farming_reduction,USD,200000,69530460839,13232.7847097,2948.20976343,0,0,143.241496176,14214.9039633,38019.049378,61173.9946464,0.1796,especially_prior_driven_appendix_only
