scenario,forecast_basis,diagnostic,unit,draws,seed,mean,median,p05,p10,p25,p75,p90,p95,evidence_status
reserve_constrained_dacs,probability_weighted,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69530860851,40.1667592563,29.5165445526,8.1536171147,10.8006436128,17.4016897723,50.1201561855,80.979240245,107.07572022,prior_driven_structural_diagnostic_not_empirical
reserve_constrained_dacs,probability_weighted,redirect_cash_latent_credit,causal_credit,200000,69530860851,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,dac_cash_latent_credit,causal_credit,200000,69520960835,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69520960835,34.0500875792,21.805276506,0,0,0,48.2855064041,85.1183597328,117.585002126,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_cash_latent_credit,causal_credit,200000,69520960835,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_labor_latent_credit,causal_credit,200000,69520960835,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69520960835,61.1898518761,38.9559989638,8.21375227,11.5755718697,20.6214625454,73.9194516975,131.784921737,186.230457334,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_price_compatible,indicator,200000,69520960835,0.65778,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_price_overlap,proportion,200000,69520960835,0.303772232391,0.318229134055,0,0,0,0.523424090025,0.667288425473,0.734288146935,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69520960835,40.1529112452,29.5022879275,8.10301206871,10.8003003554,17.3786315188,50.0580804667,80.7837858682,107.5396491,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,conditional,redirect_cash_latent_credit,causal_credit,200000,69520960835,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,dac_cash_latent_credit,causal_credit,200000,69530960854,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69530960854,33.9579001458,21.7586478201,0,0,0,48.1739343651,84.9374784428,117.106033978,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_cash_latent_credit,causal_credit,200000,69530960854,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_labor_latent_credit,causal_credit,200000,69530960854,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69530960854,60.8876997021,38.9241734669,8.17593787752,11.5190099124,20.4712888003,73.7408622438,130.685323458,184.744781597,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_price_compatible,indicator,200000,69530960854,0.65606,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_price_overlap,proportion,200000,69530960854,0.302844563215,0.315885077,0,0,0,0.522203497718,0.667503433083,0.733418339397,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69530960854,40.1934671952,29.6119068022,8.13527667136,10.7860390576,17.3833882853,50.208276425,80.5482007209,107.512990651,prior_driven_structural_diagnostic_not_empirical
high_bonus_surcharge_sensitive,probability_weighted,redirect_cash_latent_credit,causal_credit,200000,69530960854,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,dac_cash_latent_credit,causal_credit,200000,69521060838,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69521060838,33.9594856362,21.7295629872,0,0,0,48.3485511646,84.9203823391,117.541478456,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_cash_latent_credit,causal_credit,200000,69521060838,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_labor_latent_credit,causal_credit,200000,69521060838,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69521060838,60.8925331541,38.9941815063,8.25217525943,11.6159778646,20.5527143806,73.7505669199,131.15711321,184.94474053,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_price_compatible,indicator,200000,69521060838,0.656585,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_price_overlap,proportion,200000,69521060838,0.303017571564,0.315866686452,0,0,0,0.522333876466,0.6667545977,0.732819595159,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69521060838,40.2679767753,29.5513134972,8.15539483149,10.8441081914,17.3942414113,50.1029233109,80.983229346,107.665665311,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,conditional,redirect_cash_latent_credit,causal_credit,200000,69521060838,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,dac_cash_latent_credit,causal_credit,200000,69531060857,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69531060857,34.0422783794,21.7567633598,0,0,0,48.1493565501,85.6171398065,117.151561769,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_cash_latent_credit,causal_credit,200000,69531060857,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_labor_latent_credit,causal_credit,200000,69531060857,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69531060857,61.1035052179,39.0240254556,8.17530780426,11.5316178304,20.4969555871,73.9285602405,131.4479333,184.508358474,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_price_compatible,indicator,200000,69531060857,0.65677,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_price_overlap,proportion,200000,69531060857,0.302826964007,0.316265373701,0,0,0,0.522648670184,0.665669621016,0.731840470868,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69531060857,40.2495611994,29.493442163,8.0894481156,10.8061036639,17.386467241,50.2314249573,81.0620186558,108.19315591,prior_driven_structural_diagnostic_not_empirical
near_zero_additionality,probability_weighted,redirect_cash_latent_credit,causal_credit,200000,69531060857,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,dac_cash_latent_credit,causal_credit,200000,69521160841,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69521160841,34.1750393079,21.8246224996,0,0,0,48.5087044616,85.3968418908,117.557177581,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_cash_latent_credit,causal_credit,200000,69521160841,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_labor_latent_credit,causal_credit,200000,69521160841,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69521160841,61.2349715988,38.9810767213,8.18000664445,11.5709418893,20.5842661154,73.9619600382,131.760758628,186.710945246,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_price_compatible,indicator,200000,69521160841,0.657665,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_price_overlap,proportion,200000,69521160841,0.303603109292,0.317945591884,0,0,0,0.523370461899,0.667743112389,0.733268371114,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69521160841,40.2062199571,29.5655123611,8.0792577244,10.7787655889,17.4260197476,50.1569352551,80.4825236895,107.292209302,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,conditional,redirect_cash_latent_credit,causal_credit,200000,69521160841,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,dac_cash_latent_credit,causal_credit,200000,69531160860,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69531160860,33.9496313549,21.8456689817,0,0,0,48.1936026101,85.1970606171,117.456033308,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_cash_latent_credit,causal_credit,200000,69531160860,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_labor_latent_credit,causal_credit,200000,69531160860,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69531160860,60.7916809464,38.9331880808,8.21965898076,11.5725887038,20.4867513046,73.6267606248,130.816023702,184.940609356,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_price_compatible,indicator,200000,69531160860,0.657055,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_price_overlap,proportion,200000,69531160860,0.302958377557,0.316331059749,0,0,0,0.522231666628,0.666000338821,0.732344447097,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69531160860,40.1012463899,29.4705230085,8.14367452973,10.8237272829,17.4139389527,49.9783427398,80.6868734349,107.333168014,prior_driven_structural_diagnostic_not_empirical
voluntary_pools,probability_weighted,redirect_cash_latent_credit,causal_credit,200000,69531160860,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,dac_cash_latent_credit,causal_credit,200000,69521260844,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69521260844,33.9506062528,21.7877296961,0,0,0,48.0467967481,85.0645170799,117.119669526,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_cash_latent_credit,causal_credit,200000,69521260844,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_labor_latent_credit,causal_credit,200000,69521260844,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69521260844,60.8683768781,38.9205652018,8.22271299579,11.5674313027,20.5925686878,73.645766787,130.837656866,184.446857561,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_price_compatible,indicator,200000,69521260844,0.65645,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_price_overlap,proportion,200000,69521260844,0.302718361553,0.316176685493,0,0,0,0.521500411461,0.665798071651,0.732183342276,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69521260844,40.19141134,29.5318101121,8.15638801417,10.8140341191,17.3901625694,50.0733445486,80.8159645548,107.673183521,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,conditional,redirect_cash_latent_credit,causal_credit,200000,69521260844,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,dac_cash_latent_credit,causal_credit,200000,69531260863,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,0.324166060531,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_accepted_price_usd_per_hour,USD_per_hour,200000,69531260863,33.7814330388,21.4866712234,0,0,0,48.0403019502,84.7254217223,116.291124301,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_cash_latent_credit,causal_credit,200000,69531260863,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,0.334729665661,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_labor_latent_credit,causal_credit,200000,69531260863,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,0.39648411138,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_payer_wtp_usd_per_hour,USD_per_hour,200000,69531260863,60.766175802,38.9462559887,8.21252821655,11.5597305752,20.5242439475,73.4267669242,129.900678816,183.866345703,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_price_compatible,indicator,200000,69531260863,0.65296,1,0,0,0,1,1,1,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_price_overlap,proportion,200000,69531260863,0.300809325343,0.313637834164,0,0,0,0.520683997174,0.663604004137,0.730051425357,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,direct_supplier_wta_usd_per_hour,USD_per_hour,200000,69531260863,40.3001258238,29.6330789538,8.15287412396,10.8104803448,17.3640450421,50.2508187891,80.909869082,107.747619025,prior_driven_structural_diagnostic_not_empirical
compulsory_5pct_governance,probability_weighted,redirect_cash_latent_credit,causal_credit,200000,69531260863,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,0.232515502043,prior_driven_structural_diagnostic_not_empirical
