scenario,forecast_basis,horizon,metric,unit,draws,seed,mean,median,p05,p10,p25,p75,p90,p95,probability_zero,probability_zero_or_negative,probability_negligible,probability_gt_100k,probability_gt_500k,probability_gt_1m,probability_gt_5m,evidence_status
redirect_dominant,conditional,five_year_cumulative,refund_losses,USD,200000,69520560823,1434.35758972,322.882466774,15.210108574,29.953295738,93.4866481402,1095.24515405,3170.65603452,5863.40510846,0,0,0,0.000185,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,chargeback_losses,USD,200000,69520560823,796.428618833,161.461590627,7.06177791963,14.1303213494,45.0706273257,566.405811532,1695.27449055,3228.26685938,0,0,0,8e-05,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,failed_settlement_losses,USD,200000,69520560823,73116.5200907,29603.6436291,1820.16812266,3539.49353385,10125.6913887,79466.4532173,179918.463375,286771.417129,0,0,0,0.2003,0.01721,0.00302,5e-06,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,bonus_transfer_fees,USD,200000,69520560823,48.4014699521,34.8012762021,3.82559180854,8.59017390711,14.8280190159,64.4116413226,96.2605418203,125.947390346,0.000955,0.00039,0.000955,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,cloud_costs,USD,200000,69520560823,42379.7083184,39583.586516,15499.9444725,19372.5813913,27051.4710593,55954.701652,70394.0012517,77720.2778673,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,api_costs,USD,200000,69520560823,42403.5549254,39605.3368387,15523.9722454,19390.475347,27082.7001977,55887.0375119,70444.4646053,77872.6222618,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,support_cash_costs,USD,200000,69520560823,92071.6452373,84644.7824804,28803.0654732,36908.495603,53980.9724468,125083.738683,160632.551891,178494.568781,0,0,0,0.39451,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,review_cash_costs,USD,200000,69520560823,66860.7170793,61598.4106118,22441.6472349,27737.6974284,39649.0020612,90106.8277818,115588.830583,128352.494759,0,0,0,0.18405,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,legal_cash_costs,USD,200000,69520560823,45693.3423041,41781.9970249,12578.4881889,16491.4391537,25241.0364475,63184.5958446,81923.0382099,91636.2937963,0,0,0,0.020145,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,security_cash_costs,USD,200000,69520560823,45527.6836983,41639.4409944,12591.2187158,16476.6390044,25238.5611449,62889.7371881,81740.9329426,91125.0761566,0,0,0,0.01922,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,cash_operating_costs,USD,200000,69520560823,469116.384092,431272.470695,220729.651417,257507.586239,330765.291058,556673.191742,709608.829307,841617.48502,0,0,0,0.999805,0.348665,0.02378,5e-06,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,net_causal_cash,USD,200000,69520560823,1054269.86707,534559.052283,-293437.576065,-204443.493825,16937.0292253,1547713.43709,3015282.92322,4172332.28016,0,0.239325,0.24573,0.69991,0.51316,0.3593,0.03077,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,ordinary_action_hours,hours,200000,69520560823,1196.14197587,271.829840061,5.93228173217,14.8350628547,62.9431342276,1015.89873128,2927.24951648,5194.73366126,0,0,0,2.5e-05,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,skilled_work_hours,hours,200000,69520560823,314.823523281,58.701166508,1.05198296005,2.75561118799,12.5173965183,236.223543384,734.919358401,1368.72836995,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,support_review_coordination_hours,hours,200000,69520560823,893329.080858,866742.652147,401839.32548,489050.273254,660264.788104,1118582.18347,1339841.8944,1449648.59717,0,0,0,1,0.892435,0.357805,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_direct_trades,commitments,200000,69520560823,796.985188569,233.897258034,7.04996680882,16.3180537719,61.7373919587,768.790277965,1986.86759468,3356.77775129,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_same_action_coacts,groups,200000,69520560823,26.0888994785,5.3703561067,0.105637063991,0.271455190265,1.18563334586,20.9129730381,62.7386742042,114.598205675,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_complementary_role_coacts,groups,200000,69520560823,5.91260501641,0.995358485633,0.0159643574172,0.0427013709316,0.203848447692,4.23568922507,13.5819612898,25.8315505986,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_dietary_animal_product,commitments_or_groups,200000,69520560823,187.309383803,54.9302995617,1.6485854253,3.84357381947,14.4868645893,180.568332047,466.930607049,792.40228923,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_consumption_change,commitments_or_groups,200000,69520560823,149.847507042,43.9442396494,1.31886834024,3.07485905558,11.5894916714,144.454665638,373.544485639,633.921831384,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_transport_carbon,commitments_or_groups,200000,69520560823,137.360214789,40.2822196786,1.20896264522,2.81862080094,10.6237006988,132.416776835,342.415778503,581.095012102,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_skilled_work,commitments_or_groups,200000,69520560823,204.622080389,51.4884382755,1.34532042103,3.22398204391,12.7928758454,179.382794605,497.651824464,875.196641133,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,completed_learning_forecasting_strategic_reasoning,commitments_or_groups,200000,69520560823,149.847507042,43.9442396494,1.31886834024,3.07485905558,11.5894916714,144.454665638,373.544485639,633.921831384,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,successful_dac_projects,projects,200000,69520560823,5.51830170028,2.97907262478,0.614534226079,0.889515841196,1.59708523334,5.5418950857,10.0478130513,14.8953566615,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,lapsed_dac_projects,projects,200000,69520560823,728.089917793,438.688246471,81.6638181339,119.197728221,221.490846644,864.807741996,1595.96337394,2303.08857592,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_project_funding,USD,200000,69520560823,22513.6281466,9108.35760619,885.802002373,1665.75420528,4216.55855452,20095.5245181,47261.4492295,82437.7748222,0,0,0,0.038505,0.00216,0.000325,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_project_target,USD,200000,69520560823,4766608.26902,1328653.15281,94538.1774356,169038.420031,450507.394932,3925426.35378,10386034.2356,18536204.7937,0,0,0,0.94628,0.729005,0.56961,0.20444,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_gross_threshold,USD,200000,69520560823,5460925.9785,1523148.55864,97569.2674141,182996.964407,511828.745646,4504246.05917,11917374.7359,21277998.1208,0,0,0,0.948395,0.7544,0.602805,0.22972,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_required_surcharge,USD_internal_threshold_component,200000,69520560823,694317.709472,194201.335504,2717.86523947,13851.0279907,61159.3699806,578446.228174,1532506.73988,2735764.42134,0,0,0,0.65405,0.27981,0.1547,0.02151,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_surcharge_inflow,USD_internal_transfer,200000,69520560823,3131.29244832,1181.64537188,31.2827594948,140.904202926,519.255164836,2753.9964787,6694.35310597,11720.4965137,0,0,0,0.00098,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_bonus_liability_locked,USD_internal_liability,200000,69520560823,5110.65416632,3767.00532543,507.629574376,1060.16774723,3036.28610909,5242.55187925,8779.27362257,13301.5210277,0,0,0,0.00037,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_bonus_liability_released,USD_internal_liability,200000,69520560823,1416.90132048,560.492155974,49.1374451579,97.3175129772,256.432987688,1253.6511846,2982.79607399,5226.38098269,0,0,0,4.5e-05,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_bonus_paid,USD_internal_transfer,200000,69520560823,3693.75284584,3209.46515618,439.008824652,937.381417426,2782.03249237,3985.22601112,5764.78887858,8007.73691559,0.000755,0.00039,0.000755,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_reserve_cash,USD_reserve_state,200000,69520560823,1937.53960247,916.755112584,147.495686961,195.989750109,371.192199653,1970.42366573,3449.17711403,6129.44703546,0,0,0,0.000495,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_free_reserve,USD_reserve_state,200000,69520560823,1937.53960247,916.755112584,147.495686961,195.989750109,371.192199653,1970.42366573,3449.17711403,6129.44703546,0,0,0,0.000495,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520560823,472890.37437,186735.154809,0,0,8864.23918175,683507.112777,1387187.42147,1884101.77387,0.22282,0.22282,0.22282,0.58731,0.317975,0.16615,5e-05,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_pledge_principal,USD,200000,69520560823,93255.9002466,69762.1683225,9549.56700435,19820.9814446,53792.6503609,96773.5478569,159996.27598,241227.957713,0,0,0,0.234285,0.01316,0.002585,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_returned_or_cancelled_principal,USD,200000,69520560823,67610.9796517,59221.7686435,8212.55727564,17529.2557117,48667.7025688,73997.6225826,105975.60328,146840.772606,0.000525,0.00039,0.000525,0.1139,0.002685,0.000205,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_incremental_funding_caused_by_bonus,USD,200000,69520560823,49.4228580011,2.04450634594,0,0,0,31.5220066557,97.6003623782,215.226919452,0.464015,0.464015,0.464015,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,five_year_cumulative,dac_funding_lost_to_surcharge,USD,200000,69520560823,67823.9465008,14709.0703801,34.4697852941,144.42201841,1805.44396075,54021.4335359,152199.248401,300003.361326,0,0,0,0.14945,0.02752,0.008575,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,gross_planned_principal,USD,200000,69520560823,3282595.66851,3015359.35292,998288.23384,1302734.70033,1980450.6418,4333077.68453,5652568.83788,6467630.24655,0,0,0,1,0.99465,0.94975,0.162275,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,redirect_cleared_principal,USD,200000,69520560823,694734.213027,443903.576026,38438.9341896,70529.4653777,179287.002369,949244.7904,1664916.13571,2211510.65806,0,0,0,0.855545,0.461375,0.234045,0.00098,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,redirect_settled_principal,USD,200000,69520560823,669162.868524,426253.192073,36753.0343989,67415.7316681,171770.515966,912942.88372,1604141.3033,2135991.80445,0,0,0,0.84903,0.44749,0.222295,0.00074,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,redirect_matcher_addon_cash,USD,200000,69520560823,78437.4147747,38075.4031689,2067.90223376,4172.29098794,12627.1193357,98707.1120126,201999.184715,293771.376051,0,0,0,0.246625,0.012205,0.000515,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,redirect_payment_settlement_loss,USD,200000,69520560823,28459.4937316,11445.7544375,677.588371853,1336.67909165,3875.68627647,30880.6429056,70026.2447824,111859.014337,0,0,0,0.059805,0.001315,7.5e-05,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,new_cash,USD,200000,69520560823,51030.8242881,21873.8770057,1334.62120512,2534.82661525,7218.91703291,59025.8172223,130802.124214,200283.64245,0,0,0,0.14221,0.00528,0.0002,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,rescued_cash,USD,200000,69520560823,560826.686966,354374.566478,30344.5199159,55583.1624929,142292.191847,763051.985606,1344977.7563,1800180.12411,0,0,0,0.81883,0.38714,0.17156,0.0002,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,within_high_impact_reallocation,USD,200000,69520560823,108336.181558,52644.6559134,3608.16568528,6899.09443392,19196.2043364,130149.965166,272515.148243,404323.419227,0,0,0,0.319515,0.031755,0.004145,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,cause_directed_cash,USD,200000,69520560823,776061.250058,492432.283544,45519.2108214,81205.5608365,201187.644823,1054481.9547,1855203.17825,2479173.87529,0,0,0,0.87415,0.495025,0.26639,0.00262,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,personal_income_transfers,USD,200000,69520560823,14959.5924841,4654.30496516,131.307692411,314.569527982,1210.29502363,15331.8218496,39038.8851902,63854.2417033,0,0,0,0.02236,0.00012,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,donation_displacement,USD,200000,69520560823,12753.2387007,4921.84401224,307.157094636,573.282628456,1633.7746294,13793.0069334,32021.7608661,50905.4526459,0,0,0,0.013205,3e-05,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,timing_only_shifts,USD,200000,69520560823,3465.93637473,933.816410638,0,0,137.290770095,3467.62048316,9227.900532,15354.9702377,0.16101,0.16101,0.16101,0.000335,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,unmatched_fallback_cash,USD,200000,69520560823,2587861.45548,2359712.31946,806418.072172,1041491.36158,1565693.34072,3383867.05383,4459652.65919,5141117.76049,0,0,0,0.999995,0.989365,0.91004,0.05799,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,processor_fees,USD,200000,69520560823,23104.5407801,13666.7183312,1212.1552478,2183.13302427,5433.30488314,30313.2382846,56137.1705417,77461.348489,0,0,0,0.024885,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,refund_losses,USD,200000,69520560823,555.449724913,120.742331558,5.24607264995,10.4334758913,33.7543841806,419.2693048,1227.29930673,2282.19633012,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,chargeback_losses,USD,200000,69520560823,308.367213957,60.3404563523,2.42316916906,4.93383536435,16.306588649,216.734520241,656.084769272,1257.04956191,0,0,0,5e-06,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,failed_settlement_losses,USD,200000,69520560823,28762.2744881,11644.1315835,714.637879295,1390.77723988,3981.70661644,31256.6570827,70761.2185452,112779.733743,0,0,0,0.06056,0.001345,8e-05,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,bonus_transfer_fees,USD,200000,69520560823,13.2075462184,4.54343720679,0.571232888285,0.885805712976,1.91701239047,11.4129602675,28.5668167727,52.081450387,0.001225,0.001055,0.001225,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,cloud_costs,USD,200000,69520560823,16673.9836007,15573.8701047,6098.33880884,7621.99923594,10643.2017283,22014.9645844,27696.0004925,30578.4699806,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,api_costs,USD,200000,69520560823,16683.3658723,15582.4276087,6107.79235886,7629.03948078,10655.4886024,21988.3426276,27715.8549267,30638.4087587,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,support_cash_costs,USD,200000,69520560823,36224.9096015,33302.8652382,11332.3536288,14521.3753192,21238.4153889,49213.2742358,63199.6925472,70227.3713238,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,review_cash_costs,USD,200000,69520560823,26305.8559001,24235.4402407,8829.50055142,10913.1924309,15599.6073684,35451.8666683,45477.5726885,50499.3422002,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,legal_cash_costs,USD,200000,69520560823,17977.7084475,16438.8185016,4948.91338581,6488.43507687,9930.8995859,24859.5131192,32232.0150334,36053.6237887,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,security_cash_costs,USD,200000,69520560823,17912.5312911,16382.730883,4953.92211769,6482.6120673,9929.92569635,24743.503156,32160.3670594,35852.4889796,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,cash_operating_costs,USD,200000,69520560823,184522.194467,169636.946692,86817.4966199,101292.699503,130106.240959,218972.019476,279119.092948,331059.148468,0,0,0,0.905385,0.00842,0.000305,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,net_causal_cash,USD,200000,69520560823,414582.078087,210135.319816,-115551.995649,-80524.2804629,6537.5469451,608712.110696,1186162.50636,1641273.57718,0,0.23952,0.25565,0.61873,0.299435,0.133945,0.00021,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,ordinary_action_hours,hours,200000,69520560823,470.613236409,106.94944527,2.33401248479,5.83674604121,24.7645118273,399.697861487,1151.70472779,2043.82963722,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,skilled_work_hours,hours,200000,69520560823,123.864992766,23.0955409212,0.413894935103,1.08417489364,4.92487731869,92.9404105116,289.148600027,538.516079979,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,support_review_coordination_hours,hours,200000,69520560823,351473.736731,341013.502484,158100.718222,192413.222264,259776.310074,440097.908252,527150.909273,570353.546427,0,0,0,0.99532,0.13939,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_direct_trades,commitments,200000,69520560823,313.567943044,92.0251507019,2.77375743298,6.42021787746,24.2901214264,302.474863462,781.718397908,1320.69944313,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_same_action_coacts,groups,200000,69520560823,10.2644850407,2.1129269928,0.0415621235373,0.106802042071,0.466478693453,8.2280549658,24.6840685394,45.0878186263,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_complementary_role_coacts,groups,200000,69520560823,2.32627082613,0.391616453364,0.00628105865595,0.0168005393829,0.0802026679444,1.66650067871,5.34372247469,10.1632330224,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_dietary_animal_product,commitments_or_groups,200000,69520560823,73.6954952666,21.611921139,0.64862377389,1.51222576504,5.69975000235,71.0432781825,183.710402773,311.764835107,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_consumption_change,commitments_or_groups,200000,69520560823,58.9563962133,17.2895369112,0.518899019112,1.20978061203,4.55980000188,56.834622546,146.968322219,249.411868086,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_transport_carbon,commitments_or_groups,200000,69520560823,54.0433631955,15.8487421686,0.475657434186,1.10896556103,4.17981666839,52.0984040005,134.720962034,228.627545745,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_skilled_work,commitments_or_groups,200000,69520560823,80.5070480218,20.2577462067,0.52930639516,1.2684519517,5.03326262769,70.5768372218,195.797439133,344.339662085,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,completed_learning_forecasting_strategic_reasoning,commitments_or_groups,200000,69520560823,58.9563962133,17.2895369112,0.518899019112,1.20978061203,4.55980000188,56.834622546,146.968322219,249.411868086,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,successful_dac_projects,projects,200000,69520560823,1.55380754433,0.829054321361,0.18769728003,0.260361942736,0.449083291579,1.57274695453,2.86191739003,4.18157347776,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,lapsed_dac_projects,projects,200000,69520560823,287.078934551,173.358937133,32.3521267837,47.274301892,87.7902192031,341.045841776,628.336161946,906.638816838,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_project_funding,USD,200000,69520560823,8089.35149261,2310.73695158,308.757260475,456.933710974,878.273503654,6785.1580362,18035.5353495,32290.8963867,0,0,0,0.00888,0.000155,5e-06,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_project_target,USD,200000,69520560823,1875386.85994,522748.781433,37195.3484993,66506.9193565,177248.811121,1544430.04083,4086308.55171,7292933.03359,0,0,0,0.84816,0.511225,0.34265,0.07987,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_gross_threshold,USD,200000,69520560823,2152519.44152,601161.098648,40017.1204219,76248.0044172,203812.638739,1776094.54696,4699254.83447,8386756.7197,0,0,0,0.86716,0.545095,0.37541,0.093385,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_required_surcharge,USD_internal_threshold_component,200000,69520560823,277132.581575,78409.3083802,2422.0816825,9823.63633139,26582.7702323,231641.84255,612910.58537,1093217.11464,0,0,0,0.439775,0.12408,0.055865,0.004385,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_surcharge_inflow,USD_internal_transfer,200000,69520560823,1189.74610546,345.173851014,24.1832214738,64.4354279869,130.388051527,1013.17104934,2681.89903846,4769.26793273,0,0,0,3.5e-05,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_bonus_liability_locked,USD_internal_liability,200000,69520560823,1520.66230717,567.037290901,114.285261643,156.312275423,275.644747046,1304.5476827,3427.30226953,6046.90426172,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_bonus_liability_released,USD_internal_liability,200000,69520560823,513.151710447,144.714094133,18.5977317592,28.0907573862,54.3215746749,427.511317364,1146.89225639,2055.15854545,0,0,0,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_bonus_paid,USD_internal_transfer,200000,69520560823,1007.51059673,420.524266603,83.9916744983,113.934561039,200.088316789,873.307388943,2246.92782513,3909.63513151,0.001155,0.001055,0.001155,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_reserve_cash,USD_reserve_state,200000,69520560823,2119.7751112,881.893112088,125.90205663,174.586209584,348.900059969,1972.56325551,3845.30373748,6882.95822115,0,0,0,0.000875,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_free_reserve,USD_reserve_state,200000,69520560823,2119.7751112,881.893112088,125.90205663,174.586209584,348.900059969,1972.56325551,3845.30373748,6882.95822115,0,0,0,0.000875,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520560823,194203.120521,88611.6826884,0,0,18410.7567071,276366.425856,547989.050426,740827.808918,0.191665,0.191665,0.191665,0.475535,0.117625,0.01814,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_pledge_principal,USD,200000,69520560823,27649.7519809,10457.3164559,2090.99857778,2859.58763979,5086.10892282,23806.2757206,62205.6111562,109386.433213,0,0,0,0.05647,0.002695,0.00018,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_returned_or_cancelled_principal,USD,200000,69520560823,18370.6543828,7743.89153967,1520.92544068,2078.74033886,3695.66636063,16112.4443471,40800.1852575,71165.0799071,0.0011,0.001055,0.0011,0.030635,0.000495,5e-06,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_incremental_funding_caused_by_bonus,USD,200000,69520560823,2.67615977569,0,0,0,0,0,0.701192728443,4.01704704396,0.87495,0.87495,0.87495,0,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,conditional,eoy5_annualized_run_rate,dac_funding_lost_to_surcharge,USD,200000,69520560823,27165.5278512,6256.77311805,21.0627580153,89.9915979172,1187.77085661,21765.0121949,60953.1696786,118992.086803,0,0,0,0.060135,0.004885,0.00025,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,gross_planned_principal,USD,200000,69530560842,173888.571923,124741.466928,0,0,26814.847806,267690.372693,427113.575759,529924.430354,0.181225,0.181225,0.181225,0.55696,0.061895,0.000295,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,redirect_cleared_principal,USD,200000,69530560842,32701.7259531,8814.84352115,0,0,474.481546914,38710.8045864,96827.9977113,147601.295118,0.181225,0.181225,0.181225,0.095595,0.00054,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,redirect_settled_principal,USD,200000,69530560842,31685.303922,8537.46889422,0,0,459.453525192,37428.1328811,93691.8974063,142732.282312,0.181225,0.181225,0.181225,0.09136,0.000455,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,redirect_matcher_addon_cash,USD,200000,69530560842,3685.88766679,693.076978167,0,0,32.3663077328,3586.76009097,10585.9612633,17674.8774995,0.181225,0.181225,0.181225,0.000155,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,redirect_payment_settlement_loss,USD,200000,69530560842,1130.56271213,183.654751219,0,0,8.96842586058,950.508544978,2934.65145996,5236.86687232,0.181225,0.181225,0.181225,1.5e-05,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,new_cash,USD,200000,69530560842,2734.93413423,564.120929312,0,0,37.5310773451,2605.19453623,7504.53002341,12768.709653,0.181225,0.181225,0.181225,0.000115,0,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,rescued_cash,USD,200000,69530560842,26561.4287926,7063.22260636,0,0,378.620524108,31226.0156423,78409.2002867,120025.335034,0.181225,0.181225,0.181225,0.06922,0.00011,0,0,prior_driven_synthetic_not_empirical
redirect_dominant,probability_weighted,year_1,within_high_impact_reallocation,USD,200000,69530560842,5123.87512937,1014.13135218,0,0,51.3468740387,4910.90855541,14127.3008488,23901.760952,0.181225,0.181225,0.181225,0.00166,0,0,0,prior_driven_synthetic_not_empirical
