scenario,forecast_basis,year,metric,unit,draws,seed,mean,median,p05,p10,p90,p95,probability_positive
central,conditional,1,_gross_threshold,USD,200000,69520260814,230748.563655,61049.4987987,4217.99061184,7517.51156133,508489.149985,911139.280436,1
central,conditional,1,_project_target,USD,200000,69520260814,205058.349755,56585.8511247,4087.56146582,7265.42207875,449438.372107,805692.644557,1
central,conditional,1,_reserve_capacity_probability,indicator,200000,69520260814,0.239705,0,0,0,1,1,0.239705
central,conditional,1,_reserve_exhaustion_probability,indicator,200000,69520260814,0,0,0,0,0,0,0
central,conditional,1,_surcharge_rate,proportion,200000,69520260814,0.0834809541097,0.0732993381663,0.0316778262401,0.0345703645371,0.15,0.15,1
central,conditional,1,dac_bonus_liability_locked,USD_internal_liability,200000,69520260814,1083.56146353,695.118270482,23.3829418731,50.4417979529,2500,2500,1
central,conditional,1,dac_bonus_liability_released,USD_internal_liability,200000,69520260814,126.773164267,60.8140722896,2.13422816135,4.30078199666,275.719366882,423.001788241,1
central,conditional,1,dac_bonus_paid,USD_internal_transfer,200000,69520260814,956.788299262,606.176539817,20.48799581,45.0418144699,2315.29742895,2333.1935968,0.999145
central,conditional,1,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520260814,13367.8650688,0,0,0,50320.9244827,89629.6323191,0.239705
central,conditional,1,dac_free_reserve,USD_reserve_state,200000,69520260814,1762.22785514,2027.23509118,532.063401592,590.97757449,2467.58671297,2488.08959027,1
central,conditional,1,dac_funding_lost_to_surcharge,USD,200000,69520260814,3828.36291075,181.868860021,1.0871977241,3.20106777254,8032.00238108,18727.6093716,1
central,conditional,1,dac_gross_threshold,USD,200000,69520260814,230748.563655,61049.4987987,4217.99061184,7517.51156133,508489.149985,911139.280436,1
central,conditional,1,dac_incremental_funding_caused_by_bonus,USD,200000,69520260814,28.2731430148,0.289238050834,0,0,53.5386527917,131.28287379,0.558865
central,conditional,1,dac_pledge_principal,USD,200000,69520260814,19690.7827242,12744.1989867,440.061051604,940.543707171,44937.1294923,47980.9815822,1
central,conditional,1,dac_project_funding,USD,200000,69520260814,2079.166441,1024.08715391,38.7603247615,77.5172175074,4497.3852059,6942.96330001,1
central,conditional,1,dac_project_target,USD,200000,69520260814,205058.349755,56585.8511247,4087.56146582,7265.42207875,449438.372107,805692.644557,1
central,conditional,1,dac_required_surcharge,USD_internal_threshold_component,200000,69520260814,25690.2138993,4391.25761968,129.59322765,251.360271229,58041.8561787,106493.918107,1
central,conditional,1,dac_reserve_cash,USD_reserve_state,200000,69520260814,1762.22785514,2027.23509118,532.063401592,590.97757449,2467.58671297,2488.08959027,1
central,conditional,1,dac_returned_or_cancelled_principal,USD,200000,69520260814,17392.6001288,11130.553053,385.685297211,841.337975487,40733.1888155,43590.6027211,0.99922
central,conditional,1,dac_surcharge_inflow,USD_internal_transfer,200000,69520260814,219.016154401,82.8364984232,1.27298567922,2.82745340049,518.69613376,730.592021385,1
central,conditional,1,lapsed_dac_projects,projects,200000,69520260814,30.7265219407,18.2685738451,3.42146832921,4.96386450188,67.7910989371,97.5539328831,1
central,conditional,1,successful_dac_projects,projects,200000,69520260814,0.753610567497,0.253753685407,0.0304027271275,0.0480656993743,1.39060803245,2.61109659511,1
central,conditional,2,_gross_threshold,USD,200000,69520260814,669688.783426,185053.267215,11877.9046567,21336.2803052,1470680.38026,2636835.7154,1
central,conditional,2,_project_target,USD,200000,69520260814,583627.610842,161052.037817,11633.8287873,20678.5089934,1279170.75138,2293125.21912,1
central,conditional,2,_reserve_capacity_probability,indicator,200000,69520260814,0.490545,0,0,0,1,1,0.490545
central,conditional,2,_reserve_exhaustion_probability,indicator,200000,69520260814,0,0,0,0,0,0,0
central,conditional,2,_surcharge_rate,proportion,200000,69520260814,0.116656345081,0.15,0.0201124053301,0.0315313745508,0.15,0.15,1
central,conditional,2,dac_bonus_liability_locked,USD_internal_liability,200000,69520260814,913.626781238,752.042317072,66.6414265838,140.73845189,1779.69575006,1910.1111565,1
central,conditional,2,dac_bonus_liability_released,USD_internal_liability,200000,69520260814,195.290042258,105.026090974,6.13045398665,12.3516763423,399.126602113,694.304443088,1
central,conditional,2,dac_bonus_paid,USD_internal_transfer,200000,69520260814,718.336738979,530.239561473,51.4627720014,110.899608916,1588.12366677,1704.20474185,0.995725
central,conditional,2,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520260814,76656.7004056,0,0,0,256769.057052,366814.838486,0.490545
central,conditional,2,dac_free_reserve,USD_reserve_state,200000,69520260814,1468.17949818,1323.20309788,330.667292693,371.559903316,2423.97131687,2490.99421014,1
central,conditional,2,dac_funding_lost_to_surcharge,USD,200000,69520260814,14368.045886,1345.12449374,2.78353759697,10.1903298411,34492.4052546,71797.4016805,1
central,conditional,2,dac_gross_threshold,USD,200000,69520260814,669688.783426,185053.267215,11877.9046567,21336.2803052,1470680.38026,2636835.7154,1
central,conditional,2,dac_incremental_funding_caused_by_bonus,USD,200000,69520260814,12.158993578,0,0,0,19.4549511489,43.9999830997,0.375755
central,conditional,2,dac_pledge_principal,USD,200000,69520260814,16746.8864279,13781.066379,1255.90844089,2632.76815503,32538.7346971,36463.8414461,1
central,conditional,2,dac_project_funding,USD,200000,69520260814,3114.08021124,1672.70610437,112.128284225,220.910044891,6358.3199629,11045.1868517,1
central,conditional,2,dac_project_target,USD,200000,69520260814,583627.610842,161052.037817,11633.8287873,20678.5089934,1279170.75138,2293125.21912,1
central,conditional,2,dac_required_surcharge,USD_internal_threshold_component,200000,69520260814,86061.1725839,24008.9913771,238.510108589,653.284064866,191476.434546,342934.681211,1
central,conditional,2,dac_reserve_cash,USD_reserve_state,200000,69520260814,1468.17949818,1323.20309788,330.667292693,371.559903316,2423.97131687,2490.99421014,1
central,conditional,2,dac_returned_or_cancelled_principal,USD,200000,69520260814,13208.5178346,9762.10964202,959.378163404,2050.40919676,28858.6091698,31664.8856666,0.995885
central,conditional,2,dac_surcharge_inflow,USD_internal_transfer,200000,69520260814,424.288382023,239.328208722,2.72348609013,8.08601621757,869.357060039,1458.07888616,1
central,conditional,2,lapsed_dac_projects,projects,200000,69520260814,88.5903088088,53.1420466976,9.83666579947,14.2920955781,195.36962018,280.083518959,1
central,conditional,2,successful_dac_projects,projects,200000,69520260814,1.00699140692,0.44632110494,0.0823390992315,0.122887118697,1.66157300931,2.70797944867,1
central,conditional,3,_gross_threshold,USD,200000,69520260814,1105729.71674,305309.255365,19565.0131107,35597.9067211,2425024.39007,4347641.46274,1
central,conditional,3,_project_target,USD,200000,69520260814,962196.871928,265518.224508,19180.0961088,34091.595908,2108903.13066,3780557.79369,1
central,conditional,3,_reserve_capacity_probability,indicator,200000,69520260814,0.62816,1,0,0,1,1,0.62816
central,conditional,3,_reserve_exhaustion_probability,indicator,200000,69520260814,0,0,0,0,0,0,0
central,conditional,3,_surcharge_rate,proportion,200000,69520260814,0.129661823232,0.15,0.02,0.0433136079744,0.15,0.15,1
central,conditional,3,dac_bonus_liability_locked,USD_internal_liability,200000,69520260814,892.758123518,599.293510213,106.911271951,222.170481726,1482.35874604,2204.94008235,1
central,conditional,3,dac_bonus_liability_released,USD_internal_liability,200000,69520260814,280.311149383,96.922775474,10.1205815983,20.2494709914,596.11465429,1070.46159741,1
central,conditional,3,dac_bonus_paid,USD_internal_transfer,200000,69520260814,612.446974135,421.551763716,93.3581191554,176.826772868,1221.67521669,1366.5282113,0.999485
central,conditional,3,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520260814,136257.622395,41755.3176363,0,0,419899.400065,598403.341789,0.62816
central,conditional,3,dac_free_reserve,USD_reserve_state,200000,69520260814,1494.76497205,1013.89066697,220.483174751,263.482028743,2444.2895391,3464.41391633,1
central,conditional,3,dac_funding_lost_to_surcharge,USD,200000,69520260814,23587.2539619,3615.45268377,5.45041889915,22.521531941,55371.8791362,111518.065837,1
central,conditional,3,dac_gross_threshold,USD,200000,69520260814,1105729.71674,305309.255365,19565.0131107,35597.9067211,2425024.39007,4347641.46274,1
central,conditional,3,dac_incremental_funding_caused_by_bonus,USD,200000,69520260814,5.73927690282,0,0,0,8.51788122723,19.4336760054,0.267095
central,conditional,3,dac_pledge_principal,USD,200000,69520260814,16331.0363468,11029.583989,2011.65530611,4142.37878877,28019.6950519,40160.6161214,1
central,conditional,3,dac_project_funding,USD,200000,69520260814,4427.58323277,1564.82973816,184.205379374,353.986365728,9414.07220799,16876.1573542,1
central,conditional,3,dac_project_target,USD,200000,69520260814,962196.871928,265518.224508,19180.0961088,34091.595908,2108903.13066,3780557.79369,1
central,conditional,3,dac_required_surcharge,USD_internal_threshold_component,200000,69520260814,143532.844808,39812.5087537,384.359191492,1483.48458032,316290.677995,566961.845163,1
central,conditional,3,dac_reserve_cash,USD_reserve_state,200000,69520260814,1494.76497205,1013.89066697,220.483174751,263.482028743,2444.2895391,3464.41391633,1
central,conditional,3,dac_returned_or_cancelled_principal,USD,200000,69520260814,11264.420666,7821.3102402,1759.05947742,3103.17093266,22413.9720721,26221.7520956,0.9995
central,conditional,3,dac_surcharge_inflow,USD_internal_transfer,200000,69520260814,639.032448,228.796336705,4.63442200816,18.2816595561,1359.02801952,2391.68490696,1
central,conditional,3,lapsed_dac_projects,projects,200000,69520260814,146.605256558,88.2378821679,16.4469360364,23.8484071545,322.672620673,462.05983166,1
central,conditional,3,successful_dac_projects,projects,200000,69520260814,1.10921136562,0.560313921888,0.122903205981,0.174376032666,1.86717355463,2.80982734764,1
central,conditional,4,_gross_threshold,USD,200000,69520260814,1541285.66026,425482.07288,27423.320921,51318.708673,3379430.83642,6058188.9235,1
central,conditional,4,_project_target,USD,200000,69520260814,1340766.13301,369984.4112,26726.3634304,47504.6828226,2938635.50993,5267990.36826,1
central,conditional,4,_reserve_capacity_probability,indicator,200000,69520260814,0.716655,1,0,0,1,1,0.716655
central,conditional,4,_reserve_exhaustion_probability,indicator,200000,69520260814,0,0,0,0,0,0,0
central,conditional,4,_surcharge_rate,proportion,200000,69520260814,0.136366767485,0.15,0.0246429793312,0.0753086956148,0.15,0.15,1
central,conditional,4,dac_bonus_liability_locked,USD_internal_liability,200000,69520260814,1063.56393437,554.507278266,144.235295141,201.617562187,1972.89589223,3457.01973259,1
central,conditional,4,dac_bonus_liability_released,USD_internal_liability,200000,69520260814,375.863770487,109.230428356,14.0900352791,27.6045621148,819.418042275,1471.61746388,1
central,conditional,4,dac_bonus_paid,USD_internal_transfer,200000,69520260814,687.700163884,392.531687627,112.39249572,142.166369927,1176.84796187,1998.18382883,0.999475
central,conditional,4,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520260814,192842.939898,67752.072683,0,0,579078.018153,825279.373051,0.716655
central,conditional,4,dac_free_reserve,USD_reserve_state,200000,69520260814,1677.42579763,925.224697381,169.666626776,215.403832201,2754.47977926,4828.94310734,1
central,conditional,4,dac_funding_lost_to_surcharge,USD,200000,69520260814,32910.8328663,5403.26795421,9.74198346251,41.5094788912,76503.7882308,154176.677759,1
central,conditional,4,dac_gross_threshold,USD,200000,69520260814,1541285.66026,425482.07288,27423.320921,51318.708673,3379430.83642,6058188.9235,1
central,conditional,4,dac_incremental_funding_caused_by_bonus,USD,200000,69520260814,3.04821010364,0,0,0,4.04367729797,10.5536568578,0.19812
central,conditional,4,dac_pledge_principal,USD,200000,69520260814,19379.9667246,10190.7382841,2677.58042543,3619.14384175,35883.4075824,62479.7156277,1
central,conditional,4,dac_project_funding,USD,200000,69520260814,5917.60105891,1753.76401608,253.501088125,466.335662813,12910.7827889,23182.3895575,1
central,conditional,4,dac_project_target,USD,200000,69520260814,1340766.13301,369984.4112,26726.3634304,47504.6828226,2938635.50993,5267990.36826,1
central,conditional,4,dac_required_surcharge,USD_internal_threshold_component,200000,69520260814,200519.527247,55496.1114946,662.255584882,3635.64845536,440795.32649,790186.415411,1
central,conditional,4,dac_reserve_cash,USD_reserve_state,200000,69520260814,1677.42579763,925.224697381,169.666626776,215.403832201,2754.47977926,4828.94310734,1
central,conditional,4,dac_returned_or_cancelled_principal,USD,200000,69520260814,12592.0046762,7241.50293072,1963.42974532,2543.30573566,22250.0434235,36294.2944962,0.99948
central,conditional,4,dac_surcharge_inflow,USD_internal_transfer,200000,69520260814,870.360989468,258.305370043,8.1533682371,40.5325334683,1895.57421397,3370.50625296,1
central,conditional,4,lapsed_dac_projects,projects,200000,69520260814,204.577530807,123.349552533,23.1217793821,33.4905795855,449.920710848,643.87124196,1
central,conditional,4,successful_dac_projects,projects,200000,69520260814,1.25410482404,0.671178755895,0.154334368356,0.215089071012,2.22330044934,3.2616226743,1
central,conditional,5,_gross_threshold,USD,200000,69520260814,1976506.12399,545618.187576,35850.784032,68804.8868114,4333623.07259,7768736.38425,1
central,conditional,5,_project_target,USD,200000,69520260814,1719335.3941,474450.597892,34272.6307519,60917.7697372,3768367.88921,6755422.94282,1
central,conditional,5,_reserve_capacity_probability,indicator,200000,69520260814,0.77709,1,0,0,1,1,0.77709
central,conditional,5,_reserve_exhaustion_probability,indicator,200000,69520260814,0,0,0,0,0,0,0
central,conditional,5,_surcharge_rate,proportion,200000,69520260814,0.140430558646,0.15,0.0405496796264,0.138371283697,0.15,0.15,1
central,conditional,5,dac_bonus_liability_locked,USD_internal_liability,200000,69520260814,1319.05336359,560.797758948,131.605633894,171.571020282,2719.84031897,4815.65771884,1
central,conditional,5,dac_bonus_liability_released,USD_internal_liability,200000,69520260814,476.343514433,132.511834414,18.0203875235,30.2909359208,1046.12440451,1874.84035256,1
central,conditional,5,dac_bonus_paid,USD_internal_transfer,200000,69520260814,842.709849152,398.979947876,93.5229083009,120.262671744,1665.24380361,2928.34675648,0.999485
central,conditional,5,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69520260814,248010.620397,87456.9415328,0,0,737934.448255,1051392.30596,0.77709
central,conditional,5,dac_free_reserve,USD_reserve_state,200000,69520260814,1944.23760518,914.209811416,147.251399255,195.500151825,3501.53545794,6247.64092339,1
central,conditional,5,dac_funding_lost_to_surcharge,USD,200000,69520260814,42233.858356,6976.19936998,16.695573743,66.9391152689,97981.6610604,197588.988708,1
central,conditional,5,dac_gross_threshold,USD,200000,69520260814,1976506.12399,545618.187576,35850.784032,68804.8868114,4333623.07259,7768736.38425,1
central,conditional,5,dac_incremental_funding_caused_by_bonus,USD,200000,69520260814,1.96549964529,0,0,0,1.81372422082,6.30598982763,0.152235
central,conditional,5,dac_pledge_principal,USD,200000,69520260814,23984.117095,10305.9600984,2363.56917463,3141.06877175,49424.13667,87180.4506673,1
central,conditional,5,dac_project_funding,USD,200000,69520260814,7491.74328422,2117.20286644,316.213965491,493.525826391,16464.9388329,29489.089026,1
central,conditional,5,dac_project_target,USD,200000,69520260814,1719335.3941,474450.597892,34272.6307519,60917.7697372,3768367.88921,6755422.94282,1
central,conditional,5,dac_required_surcharge,USD_internal_threshold_component,200000,69520260814,257170.729892,71167.5896838,1412.59220801,8149.45613486,565255.183381,1013313.44142,1
central,conditional,5,dac_reserve_cash,USD_reserve_state,200000,69520260814,1944.23760518,914.209811416,147.251399255,195.500151825,3501.53545794,6247.64092339,1
central,conditional,5,dac_returned_or_cancelled_principal,USD,200000,69520260814,15382.8521541,7348.76217103,1665.55961441,2195.30375762,30319.8797735,53115.3570128,0.999495
central,conditional,5,dac_surcharge_inflow,USD_internal_transfer,200000,69520260814,1109.5216567,314.895668092,15.8339017923,65.8320053577,2438.67426531,4357.97332797,1
central,conditional,5,lapsed_dac_projects,projects,200000,69520260814,262.500602402,158.408159717,29.7564391276,43.1287906298,576.94454032,825.771389366,1
central,conditional,5,successful_dac_projects,projects,200000,69520260814,1.44820093638,0.789727225344,0.181779458418,0.252776298906,2.67297885199,3.88825285294,1
central,probability_weighted,1,_gross_threshold,USD,200000,69530260833,135408.160044,25522.3359066,868.866172416,1900.50101748,280944.023111,536671.034792,1
central,probability_weighted,1,_project_target,USD,200000,69530260833,123294.059527,24407.1118022,844.928770417,1846.07249337,255158.78329,487139.605379,1
central,probability_weighted,1,_reserve_capacity_probability,indicator,200000,69530260833,0.1109,0,0,0,1,1,0.1109
central,probability_weighted,1,_reserve_exhaustion_probability,indicator,200000,69530260833,0,0,0,0,0,0,0
central,probability_weighted,1,_surcharge_rate,proportion,200000,69530260833,0.0565370453848,0.0397926511093,0.028,0.028,0.120325604628,0.15,1
central,probability_weighted,1,dac_bonus_liability_locked,USD_internal_liability,200000,69530260833,597.178365484,140.573812604,0,0,2500,2500,0.81827
central,probability_weighted,1,dac_bonus_liability_released,USD_internal_liability,200000,69530260833,70.3405447031,11.6686687676,0,0,190.400011466,283.063268232,0.81827
central,probability_weighted,1,dac_bonus_paid,USD_internal_transfer,200000,69530260833,526.837820781,125.916865876,0,0,2133.94231733,2312.17595278,0.81773
central,probability_weighted,1,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530260833,5491.85055454,0,0,0,4753.24997711,39521.8330567,0.1109
central,probability_weighted,1,dac_free_reserve,USD_reserve_state,200000,69530260833,2081.60163723,2394.18130511,582.397365458,864.342934181,2500,2500,1
central,probability_weighted,1,dac_funding_lost_to_surcharge,USD,200000,69530260833,1662.99298561,16.1377994381,0,0,2346.06311598,6870.32501066,0.81827
central,probability_weighted,1,dac_gross_threshold,USD,200000,69530260833,135408.160044,25522.3359066,868.866172416,1900.50101748,280944.023111,536671.034792,1
central,probability_weighted,1,dac_incremental_funding_caused_by_bonus,USD,200000,69530260833,19.5892209007,0.00796190235025,0,0,30.7150694162,83.1448806965,0.512755
central,probability_weighted,1,dac_pledge_principal,USD,200000,69530260833,10835.5891108,2581.16837818,0,0,41918.175721,44593.5010235,0.81827
central,probability_weighted,1,dac_project_funding,USD,200000,69530260833,1165.21537815,205.829011406,0,0,3124.84497511,4655.49107956,0.81827
central,probability_weighted,1,dac_project_target,USD,200000,69530260833,123294.059527,24407.1118022,844.928770417,1846.07249337,255158.78329,487139.605379,1
central,probability_weighted,1,dac_required_surcharge,USD_internal_threshold_component,200000,69530260833,12114.1005176,1045.63746856,24.1741148993,54.1694913123,25060.2197547,49856.8181898,1
central,probability_weighted,1,dac_reserve_cash,USD_reserve_state,200000,69530260833,2081.60163723,2394.18130511,582.397365458,864.342934181,2500,2500,1
central,probability_weighted,1,dac_returned_or_cancelled_principal,USD,200000,69530260833,9561.93427459,2319.78722276,0,0,37646.2191132,40461.380403,0.81779
central,probability_weighted,1,dac_surcharge_inflow,USD_internal_transfer,200000,69530260833,108.439458012,8.80913525272,0,0,370.368510487,492.735823451,0.81827
central,probability_weighted,1,lapsed_dac_projects,projects,200000,69530260833,18.2715025006,8.34573157843,0.518321213677,1.03748383789,43.9412736665,67.5346180562,1
central,probability_weighted,1,successful_dac_projects,projects,200000,69530260833,0.399966753481,0.0724578189921,0,0,0.776839307988,1.46573950478,0.81827
central,probability_weighted,2,_gross_threshold,USD,200000,69530260833,393255.809668,74993.6396347,2452.89321504,5359.29045384,817066.692233,1559471.98871,1
central,probability_weighted,2,_project_target,USD,200000,69530260833,350913.86173,69466.3951292,2404.79726965,5254.20632729,726221.152441,1386474.26146,1
central,probability_weighted,2,_reserve_capacity_probability,indicator,200000,69530260833,0.270075,0,0,0,1,1,0.270075
central,probability_weighted,2,_reserve_exhaustion_probability,indicator,200000,69530260833,0,0,0,0,0,0,0
central,probability_weighted,2,_surcharge_rate,proportion,200000,69530260833,0.0765711742373,0.0532997706872,0.02,0.02,0.15,0.15,1
central,probability_weighted,2,dac_bonus_liability_locked,USD_internal_liability,200000,69530260833,596.715855644,383.650795101,0,0,1638.18288555,1830.38843067,0.81827
central,probability_weighted,2,dac_bonus_liability_released,USD_internal_liability,200000,69530260833,109.088286318,33.0634049348,0,0,225.523644087,405.069912039,0.81827
central,probability_weighted,2,dac_bonus_paid,USD_internal_transfer,200000,69530260833,487.627569326,271.169238429,0,0,1450.44104565,1644.44517859,0.815625
central,probability_weighted,2,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530260833,35091.153117,0,0,0,127350.091848,227594.047492,0.270075
central,probability_weighted,2,dac_free_reserve,USD_reserve_state,200000,69530260833,1812.388049,2150.60372363,352.746428086,420.08063165,2500,2500,1
central,probability_weighted,2,dac_funding_lost_to_surcharge,USD,200000,69530260833,6687.4817774,60.0153708651,0,0,13643.0411923,31899.5295245,0.81827
central,probability_weighted,2,dac_gross_threshold,USD,200000,69530260833,393255.809668,74993.6396347,2452.89321504,5359.29045384,817066.692233,1559471.98871,1
central,probability_weighted,2,dac_incremental_funding_caused_by_bonus,USD,200000,69530260833,12.544405741,0,0,0,18.4356638315,46.5703635643,0.408165
central,probability_weighted,2,dac_pledge_principal,USD,200000,69530260833,10904.3158924,6965.1300317,0,0,29667.3292652,33578.9200441,0.81827
central,probability_weighted,2,dac_project_funding,USD,200000,69530260833,1759.21517705,566.592464047,0,0,3635.19958309,6482.28275154,0.81827
central,probability_weighted,2,dac_project_target,USD,200000,69530260833,350913.86173,69466.3951292,2404.79726965,5254.20632729,726221.152441,1386474.26146,1
central,probability_weighted,2,dac_required_surcharge,USD_internal_threshold_component,200000,69530260833,42341.9479379,4014.07557239,48.0959453929,105.084126546,89143.9892333,173408.831091,1
central,probability_weighted,2,dac_reserve_cash,USD_reserve_state,200000,69530260833,1812.388049,2150.60372363,352.746428086,420.08063165,2500,2500,1
central,probability_weighted,2,dac_returned_or_cancelled_principal,USD,200000,69530260833,8926.68673426,4834.77497299,0,0,26267.6405906,29673.4532009,0.815745
central,probability_weighted,2,dac_surcharge_inflow,USD_internal_transfer,200000,69530260833,218.413981095,33.8629997464,0,0,470.396105413,820.54326435,0.81827
central,probability_weighted,2,lapsed_dac_projects,projects,200000,69530260833,52.5528054,24.0605912595,1.44840024274,2.92334662036,126.573918996,193.95469011,1
central,probability_weighted,2,successful_dac_projects,projects,200000,69530260833,0.58906863077,0.172175095066,0,0,1.08074658585,1.84024608844,0.81827
central,probability_weighted,3,_gross_threshold,USD,200000,69530260833,650284.763268,128488.92243,4043.95908426,8835.58696444,1349220.12851,2574079.25601,1
central,probability_weighted,3,_project_target,USD,200000,69530260833,578533.663933,114525.678456,3964.66576888,8662.34016121,1197283.52159,2285808.91755,1
central,probability_weighted,3,_reserve_capacity_probability,indicator,200000,69530260833,0.370445,0,0,0,1,1,0.370445
central,probability_weighted,3,_reserve_exhaustion_probability,indicator,200000,69530260833,0,0,0,0,0,0,0
central,probability_weighted,3,_surcharge_rate,proportion,200000,69530260833,0.0891990564377,0.102458490897,0.02,0.02,0.15,0.15,1
central,probability_weighted,3,dac_bonus_liability_locked,USD_internal_liability,200000,69530260833,563.846557229,370.816327159,0,0,1282.15469233,1490.56687311,0.81827
central,probability_weighted,3,dac_bonus_liability_released,USD_internal_liability,200000,69530260833,148.337343905,50.9768146224,0,0,295.620429391,573.054803578,0.81827
central,probability_weighted,3,dac_bonus_paid,USD_internal_transfer,200000,69530260833,415.509213324,270.761867712,0,0,1078.81233257,1262.02401675,0.817885
central,probability_weighted,3,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530260833,64658.5071604,0,0,0,213817.523892,372071.847651,0.370445
central,probability_weighted,3,dac_free_reserve,USD_reserve_state,200000,69530260833,1719.73608176,1888.98158689,233.027935565,292.48504015,2500,2500,1
central,probability_weighted,3,dac_funding_lost_to_surcharge,USD,200000,69530260833,11136.1237661,146.229445358,0,0,23529.7958345,51472.2049501,0.81827
central,probability_weighted,3,dac_gross_threshold,USD,200000,69530260833,650284.763268,128488.92243,4043.95908426,8835.58696444,1349220.12851,2574079.25601,1
central,probability_weighted,3,dac_incremental_funding_caused_by_bonus,USD,200000,69530260833,7.47573440765,0,0,0,10.437492619,25.2203383916,0.331705
central,probability_weighted,3,dac_pledge_principal,USD,200000,69530260833,10312.266792,6708.39879729,0,0,23380.819436,28325.2461784,0.81827
central,probability_weighted,3,dac_project_funding,USD,200000,69530260833,2363.02554268,813.050411971,0,0,4712.44796953,9100.04853523,0.81827
central,probability_weighted,3,dac_project_target,USD,200000,69530260833,578533.663933,114525.678456,3964.66576888,8662.34016121,1197283.52159,2285808.91755,1
central,probability_weighted,3,dac_required_surcharge,USD_internal_threshold_component,200000,69530260833,71751.0993348,11224.8103478,79.2933153776,173.246803224,149435.175895,288919.702449,1
central,probability_weighted,3,dac_reserve_cash,USD_reserve_state,200000,69530260833,1719.73608176,1888.98158689,233.027935565,292.48504015,2500,2500,1
central,probability_weighted,3,dac_returned_or_cancelled_principal,USD,200000,69530260833,7626.38400325,4908.70275405,0,0,19692.5993316,23108.3674224,0.8179
central,probability_weighted,3,dac_surcharge_inflow,USD_internal_transfer,200000,69530260833,322.857246087,89.2128902491,0,0,656.540280547,1256.61931361,0.81827
central,probability_weighted,3,lapsed_dac_projects,projects,200000,69530260833,86.9625070583,40.0041097629,2.39727744292,4.84694263051,209.180692468,320.267417732,1
central,probability_weighted,3,successful_dac_projects,projects,200000,69530260833,0.649771749211,0.227233554674,0,0,1.22549276665,1.95561295632,0.81827
central,probability_weighted,4,_gross_threshold,USD,200000,69530260833,906879.707664,179403.775976,5635.02495347,12311.883475,1880513.17561,3587232.89349,1
central,probability_weighted,4,_project_target,USD,200000,69530260833,806153.466136,159584.961783,5524.53426811,12070.4739951,1668345.89074,3185143.57363,1
central,probability_weighted,4,_reserve_capacity_probability,indicator,200000,69530260833,0.44344,0,0,0,1,1,0.44344
central,probability_weighted,4,_reserve_exhaustion_probability,indicator,200000,69530260833,0,0,0,0,0,0,0
central,probability_weighted,4,_surcharge_rate,proportion,200000,69530260833,0.0970422747499,0.15,0.02,0.02,0.15,0.15,1
central,probability_weighted,4,dac_bonus_liability_locked,USD_internal_liability,200000,69530260833,619.14317319,315.315816463,0,0,1152.9994725,1866.42896052,0.81827
central,probability_weighted,4,dac_bonus_liability_released,USD_internal_liability,200000,69530260833,192.6646955,49.814060281,0,0,392.568733599,773.33574521,0.81827
central,probability_weighted,4,dac_bonus_paid,USD_internal_transfer,200000,69530260833,426.478477689,233.782748383,0,0,940.107012458,1139.06626714,0.8179
central,probability_weighted,4,dac_capacity_waiting_pledges,USD_pledge_principal,200000,69530260833,92823.1351968,0,0,0,295768.7804,512024.238691,0.44344
central,probability_weighted,4,dac_free_reserve,USD_reserve_state,200000,69530260833,1726.9876896,1674.01563173,174.028783525,229.743684749,2500,2589.03031883,1
central,probability_weighted,4,dac_funding_lost_to_surcharge,USD,200000,69530260833,15599.4626666,310.50559841,0,0,32565.7801588,71048.5306609,0.81827
central,probability_weighted,4,dac_gross_threshold,USD,200000,69530260833,906879.707664,179403.775976,5635.02495347,12311.883475,1880513.17561,3587232.89349,1
central,probability_weighted,4,dac_incremental_funding_caused_by_bonus,USD,200000,69530260833,4.74911660741,0,0,0,6.11400854039,15.3479330949,0.27473
central,probability_weighted,4,dac_pledge_principal,USD,200000,69530260833,11302.6615049,5783.27471731,0,0,21439.5434588,33857.9315464,0.81827
central,probability_weighted,4,dac_project_funding,USD,200000,69530260833,3053.08058751,801.92177275,0,0,6220.48196211,12248.5384179,0.81827
central,probability_weighted,4,dac_project_target,USD,200000,69530260833,806153.466136,159584.961783,5524.53426811,12070.4739951,1668345.89074,3185143.57363,1
central,probability_weighted,4,dac_required_surcharge,USD_internal_threshold_component,200000,69530260833,100726.241528,16858.5992808,110.490685362,241.409479903,208661.778328,403593.330293,1
central,probability_weighted,4,dac_reserve_cash,USD_reserve_state,200000,69530260833,1726.9876896,1674.01563173,174.028783525,229.743684749,2500,2589.03031883,1
central,probability_weighted,4,dac_returned_or_cancelled_principal,USD,200000,69530260833,7815.85083189,4277.9555227,0,0,17227.9273962,21772.5518099,0.817915
central,probability_weighted,4,dac_surcharge_inflow,USD_internal_transfer,200000,69530260833,433.730085523,108.716077068,0,0,897.103251973,1740.33764051,0.81827
