scenario,forecast_basis,draws,seed,invariant,observed_max,tolerance,passed
strong_network_repeat,probability_weighted,200000,69530760848,max_dac_liability_over_reserve,7.27595761418e-12,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_dac_principal_reconciliation_error,2.32830643654e-10,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_dac_reserve_reconciliation_error,2.91038304567e-11,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_dac_threshold_reconciliation_error,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_dac_waiting_reconciliation_error,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_accepted_price_above_wtp,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_accepted_price_below_wta,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_completion_over_match,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_match_over_supply,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_match_without_price_compatibility,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_offered_over_time_budget,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_payment_over_demand,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_displacement_over_new_cash,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
strong_network_repeat,probability_weighted,200000,69530760848,max_field_ordinary_reconciliation_error,5.82076609135e-11,1e-05,True
strong_network_repeat,probability_weighted,200000,69530760848,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
strong_network_repeat,probability_weighted,200000,69530760848,max_net_cash_reconciliation_error,3.0267983675e-09,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_redirect_principal_reconciliation_error,0,1e-07,True
strong_network_repeat,probability_weighted,200000,69530760848,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_cash_budget_overage,-206.795972222,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_accepted_over_willing_pledge,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_funding_over_accepted_principal,2.91038304567e-11,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_liability_over_reserve,3.63797880709e-12,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_liability_settlement_error,3.63797880709e-12,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_principal_reconciliation_error,3.72892827727e-11,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_reserve_reconciliation_error,7.27595761418e-12,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_threshold_reconciliation_error,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_dac_waiting_reconciliation_error,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_accepted_price_above_wtp,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_accepted_price_below_wta,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_completion_over_match,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_match_over_supply,-93.9163469895,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_match_without_price_compatibility,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_offered_over_time_budget,-147660.329452,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_payment_over_demand,-315.420258099,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_displacement_over_new_cash,-0.0471285422078,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
reserve_constrained_dacs,conditional,200000,69520860832,max_field_ordinary_reconciliation_error,1.45519152284e-11,1e-05,True
reserve_constrained_dacs,conditional,200000,69520860832,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
reserve_constrained_dacs,conditional,200000,69520860832,max_net_cash_reconciliation_error,2.21189111471e-09,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_redirect_principal_reconciliation_error,0,1e-07,True
reserve_constrained_dacs,conditional,200000,69520860832,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_cash_budget_overage,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_accepted_over_willing_pledge,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_funding_over_accepted_principal,2.91038304567e-11,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_liability_over_reserve,3.63797880709e-12,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_liability_settlement_error,2.72848410532e-12,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_principal_reconciliation_error,2.91038304567e-11,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_reserve_reconciliation_error,1.09139364213e-11,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_threshold_reconciliation_error,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_dac_waiting_reconciliation_error,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_accepted_price_above_wtp,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_accepted_price_below_wta,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_completion_over_match,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_match_over_supply,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_match_without_price_compatibility,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_offered_over_time_budget,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_payment_over_demand,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_direct_payment_reconciliation_error,5.82076609135e-11,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_displacement_over_new_cash,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_field_ordinary_reconciliation_error,1.45519152284e-11,1e-05,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_net_cash_reconciliation_error,2.44472175837e-09,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_redirect_classification_reconciliation_error,4.65661287308e-10,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_redirect_principal_reconciliation_error,0,1e-07,True
reserve_constrained_dacs,probability_weighted,200000,69530860851,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_cash_budget_overage,-188.074210772,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_accepted_over_willing_pledge,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_funding_over_accepted_principal,1.16415321827e-10,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_liability_over_reserve,7.27595761418e-12,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_principal_reconciliation_error,1.16415321827e-10,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_reserve_reconciliation_error,1.45519152284e-11,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_threshold_reconciliation_error,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_dac_waiting_reconciliation_error,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_accepted_price_above_wtp,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_accepted_price_below_wta,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_completion_over_match,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_match_over_supply,-166.7710568,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_match_without_price_compatibility,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_offered_over_time_budget,-165478.793785,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_payment_over_demand,-94.4728437222,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_displacement_over_new_cash,-0.03484949908,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_field_ordinary_reconciliation_error,2.91038304567e-11,1e-05,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_net_cash_reconciliation_error,2.91038304567e-09,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_redirect_principal_reconciliation_error,0,1e-07,True
high_bonus_surcharge_sensitive,conditional,200000,69520960835,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_cash_budget_overage,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_accepted_over_willing_pledge,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_funding_over_accepted_principal,1.16415321827e-10,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_liability_over_reserve,7.27595761418e-12,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_principal_reconciliation_error,1.45519152284e-10,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_reserve_reconciliation_error,1.45519152284e-11,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_threshold_reconciliation_error,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_dac_waiting_reconciliation_error,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_accepted_price_above_wtp,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_accepted_price_below_wta,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_completion_over_match,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_match_over_supply,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_match_without_price_compatibility,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_offered_over_time_budget,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_payment_over_demand,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_displacement_over_new_cash,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_field_ordinary_reconciliation_error,7.27595761418e-12,1e-05,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_net_cash_reconciliation_error,1.86264514923e-09,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_redirect_principal_reconciliation_error,0,1e-07,True
high_bonus_surcharge_sensitive,probability_weighted,200000,69530960854,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_cash_budget_overage,-168.691016248,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_accepted_over_willing_pledge,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_funding_over_accepted_principal,2.32830643654e-10,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_liability_over_reserve,7.27595761418e-12,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_principal_reconciliation_error,2.61934474111e-10,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_reserve_reconciliation_error,2.91038304567e-11,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_threshold_reconciliation_error,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_dac_waiting_reconciliation_error,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_accepted_price_above_wtp,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_accepted_price_below_wta,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_completion_over_match,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_match_over_supply,-68.4220278423,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_match_without_price_compatibility,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_offered_over_time_budget,-152734.416139,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_payment_over_demand,-163.718332714,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_displacement_over_new_cash,-0.000584579898795,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
near_zero_additionality,conditional,200000,69521060838,max_field_ordinary_reconciliation_error,9.09494701773e-13,1e-05,True
near_zero_additionality,conditional,200000,69521060838,max_field_skilled_reconciliation_error,4.54747350886e-13,1e-05,True
near_zero_additionality,conditional,200000,69521060838,max_net_cash_reconciliation_error,4.65661287308e-10,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_redirect_principal_reconciliation_error,0,1e-07,True
near_zero_additionality,conditional,200000,69521060838,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_cash_budget_overage,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_accepted_over_willing_pledge,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_funding_over_accepted_principal,1.16415321827e-10,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_liability_over_reserve,1.45519152284e-11,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_principal_reconciliation_error,1.30967237055e-10,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_reserve_reconciliation_error,2.91038304567e-11,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_threshold_reconciliation_error,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_dac_waiting_reconciliation_error,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_accepted_price_above_wtp,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_accepted_price_below_wta,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_completion_over_match,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_match_over_supply,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_match_without_price_compatibility,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_offered_over_time_budget,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_payment_over_demand,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_direct_payment_reconciliation_error,5.82076609135e-11,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_displacement_over_new_cash,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
near_zero_additionality,probability_weighted,200000,69531060857,max_field_ordinary_reconciliation_error,1.81898940355e-12,1e-05,True
near_zero_additionality,probability_weighted,200000,69531060857,max_field_skilled_reconciliation_error,2.27373675443e-13,1e-05,True
near_zero_additionality,probability_weighted,200000,69531060857,max_net_cash_reconciliation_error,4.65661287308e-10,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_redirect_principal_reconciliation_error,0,1e-07,True
near_zero_additionality,probability_weighted,200000,69531060857,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_cash_budget_overage,-169.012289751,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_accepted_over_willing_pledge,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_funding_over_accepted_principal,5.82076609135e-11,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_liability_over_reserve,3.63797880709e-12,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_liability_settlement_error,3.63797880709e-12,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_principal_reconciliation_error,5.82076609135e-11,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_reserve_reconciliation_error,7.27595761418e-12,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_threshold_reconciliation_error,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_dac_waiting_reconciliation_error,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_accepted_price_above_wtp,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_accepted_price_below_wta,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_completion_over_match,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_match_over_supply,-43.8912493267,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_match_without_price_compatibility,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_offered_over_time_budget,-152017.040746,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_payment_over_demand,-201.383346359,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_displacement_over_new_cash,-0.0177446753864,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
voluntary_pools,conditional,200000,69521160841,max_field_ordinary_reconciliation_error,2.91038304567e-11,1e-05,True
voluntary_pools,conditional,200000,69521160841,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
voluntary_pools,conditional,200000,69521160841,max_net_cash_reconciliation_error,2.21189111471e-09,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_redirect_principal_reconciliation_error,0,1e-07,True
voluntary_pools,conditional,200000,69521160841,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_cash_budget_overage,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_accepted_over_willing_pledge,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_funding_over_accepted_principal,5.82076609135e-11,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_liability_over_reserve,1.81898940355e-12,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_liability_settlement_error,3.63797880709e-12,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_principal_reconciliation_error,5.45696821064e-11,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_reserve_reconciliation_error,3.63797880709e-12,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_threshold_reconciliation_error,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_dac_waiting_reconciliation_error,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_accepted_price_above_wtp,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_accepted_price_below_wta,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_completion_over_match,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_match_over_supply,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_match_without_price_compatibility,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_offered_over_time_budget,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_payment_over_demand,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_displacement_over_new_cash,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
voluntary_pools,probability_weighted,200000,69531160860,max_field_ordinary_reconciliation_error,1.45519152284e-11,1e-05,True
voluntary_pools,probability_weighted,200000,69531160860,max_field_skilled_reconciliation_error,1.45519152284e-11,1e-05,True
voluntary_pools,probability_weighted,200000,69531160860,max_net_cash_reconciliation_error,1.86264514923e-09,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_redirect_classification_reconciliation_error,9.31322574615e-10,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_redirect_principal_reconciliation_error,0,1e-07,True
voluntary_pools,probability_weighted,200000,69531160860,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_cash_budget_overage,-220.364713083,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_accepted_over_willing_pledge,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_funding_over_accepted_principal,2.32830643654e-10,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_liability_over_reserve,7.27595761418e-12,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_principal_reconciliation_error,2.61934474111e-10,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_reserve_reconciliation_error,5.82076609135e-11,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_threshold_reconciliation_error,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_dac_waiting_reconciliation_error,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_accepted_price_above_wtp,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_accepted_price_below_wta,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_completion_over_match,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_match_over_supply,-106.676174617,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_match_without_price_compatibility,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_offered_over_time_budget,-132254.362751,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_payment_over_demand,-139.301783026,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_direct_payment_reconciliation_error,1.16415321827e-10,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_displacement_over_new_cash,-0.0350031273188,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_field_cash_reconciliation_error,3.72529029846e-09,1e-05,True
compulsory_5pct_governance,conditional,200000,69521260844,max_field_ordinary_reconciliation_error,1.45519152284e-11,1e-05,True
compulsory_5pct_governance,conditional,200000,69521260844,max_field_skilled_reconciliation_error,7.27595761418e-12,1e-05,True
compulsory_5pct_governance,conditional,200000,69521260844,max_net_cash_reconciliation_error,1.7462298274e-09,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_redirect_classification_reconciliation_error,4.65661287308e-10,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_redirect_principal_reconciliation_error,0,1e-07,True
compulsory_5pct_governance,conditional,200000,69521260844,max_redirect_settlement_reconciliation_error,6.98491930962e-10,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_cash_budget_overage,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_accepted_over_willing_pledge,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_funding_over_accepted_principal,2.32830643654e-10,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_liability_over_reserve,7.27595761418e-12,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_liability_settlement_error,1.45519152284e-11,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_principal_reconciliation_error,2.61934474111e-10,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_reserve_reconciliation_error,2.91038304567e-11,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_threshold_reconciliation_error,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_dac_waiting_reconciliation_error,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_direct_accepted_price_above_wtp,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_direct_accepted_price_below_wta,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_direct_completion_over_match,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_direct_match_over_supply,0,1e-07,True
compulsory_5pct_governance,probability_weighted,200000,69531260863,max_direct_match_without_price_compatibility,0,1e-07,True
